instant,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
243,3.0,0.0,8,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.597917,0.0833333,5058
244,3.0,0.0,9,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.639167,0.141796,5115
245,3.0,0.0,9,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.727083,0.139929,4727
246,3.0,0.0,9,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.716667,0.185325,4484
247,3.0,0.0,9,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.742083,0.206467,4940
248,3.0,0.0,9,1.0,1.0,0.0,2,0.37541650000000004,0.38634999999999997,0.790417,0.212696,3351
249,3.0,0.0,9,0.0,2.0,1.0,3,0.37541650000000004,0.38634999999999997,0.886957,0.343943,2710
250,3.0,0.0,9,0.0,3.0,1.0,3,0.37541650000000004,0.38634999999999997,0.917083,0.0970208,1996
251,3.0,0.0,9,0.0,4.0,1.0,3,0.37541650000000004,0.38634999999999997,0.939565,0.192748,1842
252,3.0,0.0,9,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.897917,0.1243789999999999,3544
253,3.0,0.0,9,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.75375,0.153608,5345
254,3.0,0.0,9,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.71375,0.1150539999999999,5046
255,3.0,0.0,9,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.692174,0.088913,4713
256,3.0,0.0,9,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.7125,0.1418039999999999,4763
257,3.0,0.0,9,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.697083,0.1673,4785
258,3.0,0.0,9,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.709167,0.271146,3659
259,3.0,0.0,9,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.590417,0.164183,4760
260,3.0,0.0,9,0.0,6.0,0.0,2,0.37541650000000004,0.38634999999999997,0.718333,0.189675,4511
261,3.0,0.0,9,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.695,0.178483,4274
262,3.0,0.0,9,0.0,1.0,1.0,2,0.37541650000000004,0.38634999999999997,0.69,0.151742,4539
263,3.0,0.0,9,0.0,2.0,1.0,2,0.37541650000000004,0.38634999999999997,0.88125,0.134954,3641
264,3.0,0.0,9,0.0,3.0,1.0,2,0.37541650000000004,0.38634999999999997,0.9,0.0964042,4352
265,3.0,0.0,9,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.902083,0.128125,4795
266,4.0,0.0,9,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.9725,0.0783667,2395
267,4.0,0.0,9,0.0,6.0,0.0,2,0.37541650000000004,0.38634999999999997,0.8625,0.0783833,5423
268,4.0,0.0,9,0.0,0.0,0.0,2,0.37541650000000004,0.38634999999999997,0.845,0.0503792,5010
269,4.0,0.0,9,0.0,1.0,1.0,2,0.37541650000000004,0.38634999999999997,0.848333,0.1107,4630
270,4.0,0.0,9,0.0,2.0,1.0,2,0.37541650000000004,0.38634999999999997,0.885417,0.118171,4120
271,4.0,0.0,9,0.0,3.0,1.0,2,0.37541650000000004,0.38634999999999997,0.84875,0.1486289999999999,3907
272,4.0,0.0,9,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.699167,0.1728829999999999,4839
273,4.0,0.0,9,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.6475,0.206475,5202
274,4.0,0.0,10,0.0,6.0,0.0,2,0.37541650000000004,0.38634999999999997,0.75375,0.292296,2429
275,4.0,0.0,10,0.0,0.0,0.0,2,0.37541650000000004,0.38634999999999997,0.791667,0.222013,2918
276,4.0,0.0,10,0.0,1.0,1.0,2,0.37541650000000004,0.38634999999999997,0.760833,0.0833458,3570
277,4.0,0.0,10,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.71,0.205854,4456
278,4.0,0.0,10,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.647917,0.17725,4826
279,4.0,0.0,10,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.620833,0.134954,4765
280,4.0,0.0,10,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.684167,0.0223917,4985
281,4.0,0.0,10,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.70125,0.0454042,5409
282,4.0,0.0,10,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.7275,0.06345,5511
283,4.0,0.0,10,1.0,1.0,0.0,1,0.37541650000000004,0.38634999999999997,0.73375,0.0423042,5117
284,4.0,0.0,10,0.0,2.0,1.0,2,0.37541650000000004,0.38634999999999997,0.80875,0.143042,4563
285,4.0,0.0,10,0.0,3.0,1.0,3,0.37541650000000004,0.38634999999999997,0.90625,0.24815,2416
286,4.0,0.0,10,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.896667,0.141787,2913
287,4.0,0.0,10,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.71625,0.223883,3644
288,4.0,0.0,10,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.483333,0.258083,5217
289,4.0,0.0,10,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.486667,0.281717,5041
290,4.0,0.0,10,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.579583,0.175379,4570
291,4.0,0.0,10,0.0,2.0,1.0,2,0.37541650000000004,0.38634999999999997,0.701667,0.1100869999999999,4748
292,4.0,0.0,10,0.0,3.0,1.0,3,0.37541650000000004,0.38634999999999997,0.895217,0.243339,2424
293,4.0,0.0,10,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.63625,0.422275,4195
294,4.0,0.0,10,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.574167,0.221396,4304
295,4.0,0.0,10,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.629167,0.0926666999999999,4308
296,4.0,0.0,10,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.74125,0.0995125,4381
297,4.0,0.0,10,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.772083,0.118792,4187
298,4.0,0.0,10,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.622917,0.166658,4687
299,4.0,0.0,10,0.0,3.0,1.0,2,0.37541650000000004,0.38634999999999997,0.720417,0.180971,3894
300,4.0,0.0,10,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.812917,0.197763,2659
301,4.0,0.0,10,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.585833,0.229479,3747
302,4.0,0.0,10,0.0,6.0,0.0,3,0.37541650000000004,0.38634999999999997,0.8825,0.351371,627
303,4.0,0.0,10,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.62375,0.176617,3331
304,4.0,0.0,10,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.703333,0.10635,3669
305,4.0,0.0,11,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.68375,0.135571,4068
306,4.0,0.0,11,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.71875,0.0820916999999999,4186
307,4.0,0.0,11,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.702083,0.136817,3974
308,4.0,0.0,11,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.6225,0.271779,4046
309,4.0,0.0,11,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.519167,0.1890619999999999,3926
310,4.0,0.0,11,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.734583,0.0920541999999999,3649
311,4.0,0.0,11,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.75875,0.057225,4035
312,4.0,0.0,11,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.7216670000000001,0.0690375,4205
313,4.0,0.0,11,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.758333,0.0621958,4109
314,4.0,0.0,11,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.813333,0.189067,2933
315,4.0,0.0,11,1.0,5.0,0.0,1,0.37541650000000004,0.38634999999999997,0.44625,0.314675,3368
316,4.0,0.0,11,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.552917,0.212062,4067
317,4.0,0.0,11,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.458333,0.281721,3717
318,4.0,0.0,11,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.587083,0.306596,4486
319,4.0,0.0,11,0.0,2.0,1.0,2,0.37541650000000004,0.38634999999999997,0.68875,0.199633,4195
320,4.0,0.0,11,0.0,3.0,1.0,3,0.37541650000000004,0.38634999999999997,0.93,0.136829,1817
321,4.0,0.0,11,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.575833,0.3053619999999999,3053
322,4.0,0.0,11,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.41,0.168533,3392
323,4.0,0.0,11,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.502083,0.224496,3663
324,4.0,0.0,11,0.0,0.0,0.0,2,0.37541650000000004,0.38634999999999997,0.6845829999999999,0.18595,3520
325,4.0,0.0,11,0.0,1.0,1.0,3,0.37541650000000004,0.38634999999999997,0.91,0.138054,2765
326,4.0,0.0,11,0.0,2.0,1.0,3,0.37541650000000004,0.38634999999999997,0.9625,0.118792,1607
327,4.0,0.0,11,0.0,3.0,1.0,2,0.37541650000000004,0.38634999999999997,0.757917,0.335825,2566
328,4.0,0.0,11,1.0,4.0,0.0,1,0.37541650000000004,0.38634999999999997,0.549167,0.167304,1495
329,4.0,0.0,11,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.64375,0.0988958,2792
330,4.0,0.0,11,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.681667,0.0684208,3068
331,4.0,0.0,11,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.698333,0.208954,3071
332,4.0,0.0,11,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.743043,0.142122,3867
333,4.0,0.0,11,0.0,2.0,1.0,2,0.37541650000000004,0.38634999999999997,0.830833,0.258092,2914
334,4.0,0.0,11,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.613333,0.271158,3613
335,4.0,0.0,12,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.524583,0.220158,3727
336,4.0,0.0,12,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.625833,0.100754,3940
337,4.0,0.0,12,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.612917,0.0957833,3614
338,4.0,0.0,12,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.775833,0.0839583,3485
339,4.0,0.0,12,0.0,1.0,1.0,2,0.37541650000000004,0.38634999999999997,0.827083,0.0622083,3811
340,4.0,0.0,12,0.0,2.0,1.0,3,0.37541650000000004,0.38634999999999997,0.949583,0.2325829999999999,2594
341,4.0,0.0,12,0.0,3.0,1.0,3,0.37541650000000004,0.38634999999999997,0.970417,0.266175,705
342,4.0,0.0,12,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.58,0.240058,3322
343,4.0,0.0,12,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.695833,0.0827166999999999,3620
344,4.0,0.0,12,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.5075,0.233221,3190
345,4.0,0.0,12,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.49,0.0665417,2743
346,4.0,0.0,12,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.670833,0.06345,3310
347,4.0,0.0,12,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.59,0.14055,3523
348,4.0,0.0,12,0.0,3.0,1.0,2,0.37541650000000004,0.38634999999999997,0.66375,0.0609583,3740
349,4.0,0.0,12,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.634167,0.268042,3709
350,4.0,0.0,12,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.500417,0.260575,3577
351,4.0,0.0,12,0.0,6.0,0.0,2,0.37541650000000004,0.38634999999999997,0.560833,0.243167,2739
352,4.0,0.0,12,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.58625,0.1697789999999999,2431
353,4.0,0.0,12,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.6375,0.172896,3403
354,4.0,0.0,12,0.0,2.0,1.0,2,0.37541650000000004,0.38634999999999997,0.595417,0.0615708,3750
355,1.0,0.0,12,0.0,3.0,1.0,2,0.37541650000000004,0.38634999999999997,0.858333,0.2214,2660
356,1.0,0.0,12,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.7575,0.047275,3068
357,1.0,0.0,12,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.68625,0.274246,2209
358,1.0,0.0,12,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.5425,0.190304,1011
359,1.0,0.0,12,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.681304,0.155091,754
360,1.0,0.0,12,1.0,1.0,0.0,1,0.37541650000000004,0.38634999999999997,0.506957,0.239465,1317
361,1.0,0.0,12,0.0,2.0,1.0,2,0.37541650000000004,0.38634999999999997,0.7625,0.18845,1162
362,1.0,0.0,12,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.503913,0.293961,2302
363,1.0,0.0,12,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.574167,0.1194119999999999,2423
364,1.0,0.0,12,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.636667,0.1343369999999999,2999
365,1.0,0.0,12,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.615833,0.220154,2485
366,1.0,1.0,1,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.6925,0.192167,2294
367,1.0,1.0,1,1.0,1.0,0.0,1,0.37541650000000004,0.38634999999999997,0.381304,0.329665,1951
368,1.0,1.0,1,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.44125,0.365671,2236
369,1.0,1.0,1,0.0,3.0,1.0,2,0.37541650000000004,0.38634999999999997,0.414583,0.1847,2368
370,1.0,1.0,1,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.524167,0.129987,3272
371,1.0,1.0,1,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.542083,0.167908,4098
372,1.0,1.0,1,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.531667,0.174758,4521
373,1.0,1.0,1,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.465,0.191542,3425
374,1.0,1.0,1,0.0,1.0,1.0,2,0.37541650000000004,0.38634999999999997,0.701667,0.0989,2376
375,1.0,1.0,1,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.646522,0.187552,3598
376,1.0,1.0,1,0.0,3.0,1.0,2,0.37541650000000004,0.38634999999999997,0.8475,0.131221,2177
377,1.0,1.0,1,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.802917,0.180967,4097
378,1.0,1.0,1,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.5075,0.378108,3214
379,1.0,1.0,1,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.4575,0.187183,2493
380,1.0,1.0,1,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.419167,0.251258,2311
381,1.0,1.0,1,1.0,1.0,0.0,1,0.37541650000000004,0.38634999999999997,0.5225,0.2313579999999999,2298
382,1.0,1.0,1,0.0,2.0,1.0,2,0.37541650000000004,0.38634999999999997,0.716087,0.34913,2935
383,1.0,1.0,1,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.443333,0.415429,3376
384,1.0,1.0,1,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.4975,0.220158,3292
385,1.0,1.0,1,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.45,0.20275,3163
386,1.0,1.0,1,0.0,6.0,0.0,2,0.37541650000000004,0.38634999999999997,0.83125,0.222642,1301
387,1.0,1.0,1,0.0,0.0,0.0,2,0.37541650000000004,0.38634999999999997,0.79625,0.199638,1977
388,1.0,1.0,1,0.0,1.0,1.0,2,0.37541650000000004,0.38634999999999997,0.91125,0.1107079999999999,2432
389,1.0,1.0,1,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.54375,0.123767,4339
390,1.0,1.0,1,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.64375,0.161071,4270
391,1.0,1.0,1,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.769583,0.0733958,4075
392,1.0,1.0,1,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.74125,0.342667,3456
393,1.0,1.0,1,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.543333,0.210829,4023
394,1.0,1.0,1,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.31125,0.24005,3243
395,1.0,1.0,1,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.400833,0.215792,3624
396,1.0,1.0,1,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.416667,0.261817,4509
397,1.0,1.0,2,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.507917,0.189067,4579
398,1.0,1.0,2,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.672917,0.187187,3761
399,1.0,1.0,2,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.526667,0.178496,4151
400,1.0,1.0,2,0.0,6.0,0.0,2,0.37541650000000004,0.38634999999999997,0.779583,0.121896,2832
401,1.0,1.0,2,0.0,0.0,0.0,2,0.37541650000000004,0.38634999999999997,0.687917,0.175996,2947
402,1.0,1.0,2,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.622174,0.1538,3784
403,1.0,1.0,2,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.49625,0.147379,4375
404,1.0,1.0,2,0.0,3.0,1.0,2,0.37541650000000004,0.38634999999999997,0.722917,0.133721,2802
405,1.0,1.0,2,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.562083,0.194037,3830
406,1.0,1.0,2,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.54,0.1169289999999999,3831
407,1.0,1.0,2,0.0,6.0,0.0,3,0.37541650000000004,0.38634999999999997,0.73125,0.289796,2169
408,1.0,1.0,2,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.4645829999999999,0.4092119999999999,1529
409,1.0,1.0,2,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.41125,0.167283,3422
410,1.0,1.0,2,0.0,2.0,1.0,2,0.37541650000000004,0.38634999999999997,0.50875,0.141179,3922
411,1.0,1.0,2,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.53125,0.1816,4169
412,1.0,1.0,2,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.7529170000000001,0.091425,3005
413,1.0,1.0,2,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.634583,0.205846,4154
414,1.0,1.0,2,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.534583,0.190929,4318
415,1.0,1.0,2,0.0,0.0,0.0,2,0.37541650000000004,0.38634999999999997,0.515833,0.253112,2689
416,1.0,1.0,2,1.0,1.0,0.0,1,0.37541650000000004,0.38634999999999997,0.507826,0.2290829999999999,3129
417,1.0,1.0,2,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.594348,0.205717,3777
418,1.0,1.0,2,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.567917,0.234471,4773
419,1.0,1.0,2,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.554583,0.190913,5062
420,1.0,1.0,2,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.7375,0.237567,3487
421,1.0,1.0,2,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.395833,0.421642,2732
422,1.0,1.0,2,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.41,0.205229,3389
423,1.0,1.0,2,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.490833,0.2680329999999999,4322
424,1.0,1.0,2,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.395833,0.193417,4363
425,1.0,1.0,2,0.0,3.0,1.0,2,0.37541650000000004,0.38634999999999997,0.804783,0.179117,1834
426,1.0,1.0,3,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.615417,0.226987,4990
427,1.0,1.0,3,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.657083,0.144904,3194
428,1.0,1.0,3,0.0,6.0,0.0,2,0.37541650000000004,0.38634999999999997,0.62125,0.161079,4066
429,1.0,1.0,3,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.403333,0.334571,3423
430,1.0,1.0,3,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.50625,0.228858,3333
431,1.0,1.0,3,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.456667,0.200875,3956
432,1.0,1.0,3,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.513333,0.345779,4916
433,1.0,1.0,3,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.5675,0.441563,5382
434,1.0,1.0,3,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.407083,0.4148,4569
435,1.0,1.0,3,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.350417,0.22575,4118
436,1.0,1.0,3,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.4769569999999999,0.2225869999999999,4911
437,1.0,1.0,3,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.489167,0.207713,5298
438,1.0,1.0,3,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.6175,0.23695,5847
439,1.0,1.0,3,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.507083,0.1150619999999999,6312
440,1.0,1.0,3,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.579583,0.149883,6192
441,1.0,1.0,3,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.842083,0.113192,4378
442,1.0,1.0,3,0.0,6.0,0.0,2,0.37541650000000004,0.38634999999999997,0.755833,0.110704,7836
443,1.0,1.0,3,0.0,0.0,0.0,2,0.37541650000000004,0.38634999999999997,0.81,0.126883,5892
444,1.0,1.0,3,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.72875,0.162317,6153
445,1.0,1.0,3,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.807917,0.121271,6093
446,2.0,1.0,3,0.0,3.0,1.0,2,0.37541650000000004,0.38634999999999997,0.82125,0.0895583,6230
447,2.0,1.0,3,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.83125,0.1175619999999999,6871
448,2.0,1.0,3,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.694167,0.1163,8362
449,2.0,1.0,3,0.0,6.0,0.0,2,0.37541650000000004,0.38634999999999997,0.885417,0.1927829999999999,3372
450,2.0,1.0,3,0.0,0.0,0.0,2,0.37541650000000004,0.38634999999999997,0.880833,0.220775,4996
451,2.0,1.0,3,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.477917,0.386821,5558
452,2.0,1.0,3,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.29,0.187192,5102
453,2.0,1.0,3,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.48125,0.291671,5698
454,2.0,1.0,3,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.439167,0.31965,6133
455,2.0,1.0,3,0.0,5.0,1.0,2,0.37541650000000004,0.38634999999999997,0.580833,0.138067,5459
456,2.0,1.0,3,0.0,6.0,0.0,2,0.37541650000000004,0.38634999999999997,0.738333,0.250617,6235
457,2.0,1.0,4,0.0,0.0,0.0,2,0.37541650000000004,0.38634999999999997,0.67625,0.172267,6041
458,2.0,1.0,4,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.5043479999999999,0.312139,5936
459,2.0,1.0,4,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.396667,0.100133,6772
460,2.0,1.0,4,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.469583,0.180975,6436
461,2.0,1.0,4,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.374167,0.219529,6457
462,2.0,1.0,4,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.377083,0.300388,6460
463,2.0,1.0,4,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.254167,0.274871,6857
464,2.0,1.0,4,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.275833,0.232596,5169
465,2.0,1.0,4,0.0,1.0,1.0,1,0.37541650000000004,0.38634999999999997,0.3175,0.358196,5585
466,2.0,1.0,4,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.435,0.249375,5918
467,2.0,1.0,4,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.4695649999999999,0.295274,4862
468,2.0,1.0,4,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.46625,0.290429,5409
469,2.0,1.0,4,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.408333,0.155471,6398
470,2.0,1.0,4,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.5029170000000001,0.190917,7460
471,2.0,1.0,4,0.0,0.0,0.0,1,0.37541650000000004,0.38634999999999997,0.507917,0.225129,7132
472,2.0,1.0,4,1.0,1.0,0.0,1,0.37541650000000004,0.38634999999999997,0.561667,0.284829,6370
473,2.0,1.0,4,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.390417,0.273629,6691
474,2.0,1.0,4,0.0,3.0,1.0,2,0.37541650000000004,0.38634999999999997,0.569167,0.1679119999999999,4367
475,2.0,1.0,4,0.0,4.0,1.0,1,0.37541650000000004,0.38634999999999997,0.6125,0.0659292,6565
476,2.0,1.0,4,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.694583,0.149871,7290
477,2.0,1.0,4,0.0,6.0,0.0,1,0.37541650000000004,0.38634999999999997,0.682917,0.283587,6624
478,2.0,1.0,4,0.0,0.0,0.0,3,0.37541650000000004,0.38634999999999997,0.835417,0.344546,1027
479,2.0,1.0,4,0.0,1.0,1.0,2,0.37541650000000004,0.38634999999999997,0.766667,0.303496,3214
480,2.0,1.0,4,0.0,2.0,1.0,1,0.37541650000000004,0.38634999999999997,0.454167,0.249383,5633
481,2.0,1.0,4,0.0,3.0,1.0,1,0.37541650000000004,0.38634999999999997,0.427917,0.118792,6196
482,2.0,1.0,4,0.0,4.0,1.0,2,0.37541650000000004,0.38634999999999997,0.756667,0.176625,5026
483,2.0,1.0,4,0.0,5.0,1.0,1,0.37541650000000004,0.38634999999999997,0.400833,0.3476329999999999,6233
484,2.0,1.0,4,0.0,6.0,0.0,2,0.37541650000000004,0.38634999999999997,0.489583,0.129975,4220
